,date,sales_usd,product_description,client_name,sales_agent_name,dates_well
818,188,204416.3354,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-07
3147,188,13788.692980000002,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-07-07
2541,188,2265477.293,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-07
2542,188,3658647.1610000003,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-07
819,188,241314.3403,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-07-07
4149,188,59657.41243,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-07
3148,188,969230.5519,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-07
4151,188,131065.3456,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-07
4152,188,36146238.62,Producto D,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-07-07
1530,188,2211288.514,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-07
1529,188,1073725.554,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-07
1528,188,640988.5488,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-07
1527,188,80194.82028,Producto E,Pescaditos SA de CV,Jose Juan Macias,2020-07-07
820,188,327722.1946,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-07
821,188,346438.5696,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-07-07
822,188,617294.1212,Producto G,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-07-07
267,188,1214798.842,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-07
4150,188,60198.37269,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-07-07
2540,188,882286.4804,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-07-07
2539,188,574935.6451,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-07
2018,188,1382218.725,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-07
2017,188,813993.3793,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-07
2536,188,29060.51068,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-07-07
2537,188,196695.7828,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-07-07
2016,188,22398.805819999998,Producto E,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-07
3149,188,5851889.243,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-07
2538,188,495328.2311,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez,2020-07-07
3150,189,945683.2773,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-08
1533,189,1825138.5690000001,Producto F,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-08
2543,189,537339.5208,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-08
2019,189,9635.313476000001,Producto E,Pescaditos SA de CV,Jose Juan Macias,2020-07-08
1531,189,309346.5733,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-08
1532,189,499123.8531,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-08
2544,189,865490.7324,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-08
3151,189,6376159.19,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-08
1534,189,2667812.937,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-08
823,189,163492.6153,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-08
824,189,229574.27,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-08
4154,189,388775.049,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-08
4153,189,137366.1767,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-07-08
2020,189,791370.22,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-08
2021,189,1993602.721,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-08
269,189,2824637.374,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-08
268,189,24400.33159,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-08
1537,190,2045126.649,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-09
4155,190,141525.267,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-09
2022,190,360959.8172,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-09
2546,190,75246.32971,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-09
2023,190,1445593.845,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-09
2547,190,509500.6209,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-09
1535,190,30485.75988,Producto E,Pescaditos SA de CV,Jose Juan Macias,2020-07-09
1536,190,1668865.335,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-09
2545,190,33413.97946,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-07-09
271,190,3093176.091,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-09
2548,190,9069128.382000001,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-09
4156,190,608060.9467,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-07-09
4157,190,1099822.062,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-09
826,190,1195390.7240000002,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-09
825,190,424625.4159,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-09
270,190,30668.806439999997,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-09
3152,190,82795.72957000001,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-07-09
3153,190,316009.6633,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-09
3154,190,4806588.433,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-09
827,191,196439.4858,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-07-10
272,191,35943.17041,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-10
3155,191,663600.9876,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-07-10
3156,191,797194.6804,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-10
2026,191,959496.1153,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-10
2025,191,368620.7266,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-10
2024,191,7397.244363,Producto E,Pescaditos SA de CV,Jose Juan Macias,2020-07-10
2551,191,2314462.708,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-10
2550,191,567209.4967,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez,2020-07-10
1539,191,3145084.7060000002,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-10
3157,191,5842286.563999999,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-10
273,191,3234964.578,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-10
4158,191,18767.370909999998,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-07-10
4159,191,56701.575170000004,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-07-10
4160,191,274641.7521,Producto G,Quesillos S.C.,Rodolfo Pizarro,2020-07-10
4161,191,443927.5839,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-07-10
2549,191,522908.6991,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-10
4162,191,1474713.6919999998,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-10
830,191,1113087.4070000001,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-10
829,191,408737.7477,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-10
828,191,203450.0954,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-07-10
1538,191,759566.422,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-10
4163,191,1496911.701,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-10
832,192,340860.6898,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-07-11
831,192,100001.1263,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-11
833,192,1936646.1930000002,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-11
3158,192,268834.9122,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-11
4165,192,392659.2658,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-11
2027,192,8878.621129000001,Producto E,Pescaditos SA de CV,Jose Juan Macias,2020-07-11
2028,192,1071832.89,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-11
274,192,2528581.353,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-11
4164,192,84200.21796000001,Producto G,Quesillos S.C.,Rodolfo Pizarro,2020-07-11
2553,192,1302594.23,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-11
2552,192,284248.3113,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-11
3159,192,3939016.272,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-11
4166,192,398336.0974,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-07-11
2557,194,759029.8929999999,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-07-13
836,194,463702.01399999997,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-13
837,194,1226343.872,Producto G,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-07-13
4169,194,700095.4089,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-13
4168,194,133354.532,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-07-13
2554,194,54447.867739999994,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-07-13
2555,194,245272.1807,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-13
2556,194,567833.2892,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-13
2030,194,771795.2175,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-13
4167,194,69696.77601,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-13
2029,194,31065.29267,Producto E,Pescaditos SA de CV,Jose Juan Macias,2020-07-13
2558,194,1062567.539,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-13
834,194,375478.3145,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-07-13
1542,194,234955.6677,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-13
1543,194,993592.3396,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-13
1544,194,1655017.3969999999,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-13
275,194,21311.75481,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-13
276,194,976069.1527,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-13
1541,194,69857.30831000001,Producto F,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-13
835,194,422151.2265,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-13
3160,194,687253.4537,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-13
1540,194,60025.50952000001,Producto E,Pescaditos SA de CV,Jose Juan Macias,2020-07-13
3162,194,6524263.863,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-13
3161,194,1237813.01,Producto F,Arbolitos Unidos de México S.A. de C.V.,Uriel Antuna,2020-07-13
4173,195,793799.9140000001,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-14
3163,195,513539.7432,Producto E,Jamonsitos SAPI de CV,Uriel Antuna,2020-07-14
4171,195,149591.9979,Producto G,Quesillos S.C.,Rodolfo Pizarro,2020-07-14
4170,195,40656.46595,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-07-14
839,195,8818725.921,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-07-14
838,195,691290.4731,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-14
278,195,2644138.5319999997,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-14
277,195,32827.76205,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-14
3164,195,649043.6204,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-14
3165,195,653763.2869,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-07-14
3166,195,5270388.073,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-14
2031,195,9919.19708,Producto E,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-14
2032,195,543228.7404,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-14
4172,195,244037.8947,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-14
2033,195,1957038.53,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-14
1546,195,406971.8749,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-14
1547,195,497239.5457,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-14
1548,195,784748.9079,Producto E,Quesillos S.C.,Jose Juan Macias,2020-07-14
1545,195,-35085.7931,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-14
2559,195,77282.0693,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-14
2560,195,1418515.918,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-14
2561,195,1964699.93,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-14
2563,196,922737.8811,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-15
2562,196,598633.1042,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-15
3168,196,4075747.885,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-15
4175,196,140044.0724,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-15
4174,196,50911.922289999995,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-15
840,196,36093.968839999994,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-07-15
1553,196,1957096.211,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-15
3167,196,707567.8994,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-15
1551,196,440585.3116,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-15
2034,196,767673.3292,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-15
1550,196,179772.8484,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-15
1549,196,75746.14598,Producto E,Quesillos S.C.,Jose Juan Macias,2020-07-15
1552,196,1529007.005,Producto F,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-15
279,196,27934.87585,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-15
280,196,2175140.0840000003,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-15
1556,197,3447395.8019999997,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-16
2566,197,590380.1921,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-16
2565,197,72391.43032,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-07-16
2564,197,40353.977380000004,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-07-16
3172,197,6461205.737000001,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-16
3171,197,635924.7373,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-07-16
3170,197,597275.2524,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-16
3169,197,230656.8801,Producto E,Jamonsitos SAPI de CV,Uriel Antuna,2020-07-16
842,197,857722.2579999999,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-16
2035,197,387772.4233,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-16
841,197,68150.42457,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-16
4181,197,400474.3217,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-07-16
843,197,1245414.898,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-16
281,197,44027.17604,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-16
282,197,1870603.006,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-16
2567,197,641676.7758,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-07-16
2568,197,4888995.712,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-16
1554,197,489528.9444,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-16
4176,197,4491.6476840000005,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-07-16
1555,197,1482560.96,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-16
4177,197,68907.07814,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-16
4179,197,192068.6028,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-07-16
4180,197,216588.4263,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-16
4182,197,422355.2862,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-07-16
4183,197,1215725.781,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-16
4178,197,144244.8604,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-07-16
2569,198,556498.1354,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-17
2571,198,1352181.14,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez,2020-07-17
845,198,1114239.376,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-17
844,198,945155.1653,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-07-17
2570,198,1103953.578,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-17
4184,198,82773.90594,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-17
2037,198,1424570.6269999999,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-17
1562,198,3184286.56,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-17
1561,198,2037515.065,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-17
1560,198,826557.8574,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-17
1559,198,697375.0656,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-17
1558,198,483165.2351,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-17
1557,198,362603.8344,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-17
283,198,34842.30835,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-17
284,198,3474212.537,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-17
847,198,3152594.972,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-17
4185,198,98159.00082,Producto A,Pescaditos SA de CV,Rodolfo Pizarro,2020-07-17
2036,198,1112106.894,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-17
846,198,1842440.471,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-07-17
4186,198,378233.4401,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-17
3175,198,3190752.751,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-17
3174,198,1223738.878,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-17
3173,198,298709.0624,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-07-17
4187,199,53147.37917,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-18
285,199,2615164.548,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-18
4188,199,64683.35297000001,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-18
3176,199,2476197.076,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-18
2038,199,1293502.068,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-18
2573,199,2263811.037,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-18
2572,199,1526750.511,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-18
3178,201,3317693.758,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-20
3177,201,9851.031468000001,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-20
1565,202,1830186.314,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-21
4192,202,2701105.3419999997,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-07-21
4191,202,509154.4165,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-07-21
2039,202,229278.1588,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-21
2040,202,2374633.745,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-21
4189,202,20443.7696,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-21
287,202,827285.1293,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-21
286,202,33402.47219,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-21
1563,202,573812.8706,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-21
1564,202,1686139.533,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-21
4193,202,8078942.016,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-21
4190,202,24671.68544,Producto H,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-07-21
3179,202,276360.4219,Producto E,Jamonsitos SAPI de CV,Uriel Antuna,2020-07-21
849,202,356620.4892,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-07-21
850,202,549153.5418,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-21
851,202,2574177.038,Producto G,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-07-21
3182,202,8098169.996,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-07-21
3181,202,6109625.119,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-21
848,202,170518.6521,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-21
3180,202,583227.7789,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-21
2575,202,2122869.22,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-21
2574,202,2076059.8069999998,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-21
288,203,39986.95742,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-22
2577,203,228018.7453,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-22
2576,203,25420.937469999997,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-07-22
4194,203,-4044.233063,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-22
4196,203,211831.9139,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-07-22
3183,203,652383.4767,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-22
2041,203,710637.0685,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-22
2042,203,1352972.246,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-22
2043,203,1566006.739,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-22
4197,203,889223.5497,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-22
4198,203,2340383.894,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-07-22
2578,203,369374.6444,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-07-22
2579,203,483165.7959,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-22
4195,203,48913.76262,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-07-22
1566,203,79610.10162999999,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-22
289,203,3278847.809,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-07-22
1568,203,365327.6852,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-22
854,203,1076289.422,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-22
853,203,319314.7394,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-22
3184,203,3248370.7539999997,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-07-22
852,203,220751.7123,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-22
1571,203,3072044.159,Producto F,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-22
1570,203,1573344.6709999999,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-22
1569,203,405228.9817,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-07-22
1567,203,251336.2441,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-22
2582,204,554692.0488,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-23
2581,204,408619.6965,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez,2020-07-23
2580,204,292027.3644,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-23
2045,204,689564.4685,Producto H,Pescaditos SA de CV,Santiago Gim´'enez,2020-07-23
4200,204,966774.7621,Producto E,Carpinteros Unidos del Bajio,Rodolfo Pizarro,2020-07-23
4199,204,17493.8473,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-07-23
855,204,72507.16177,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-23
856,204,681775.29,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-07-23
2046,204,4224458.937,Producto E,Libros al por Mayor S.A.P.I de C.V.,Santiago Gim´'enez,2020-07-23
2583,204,1702637.324,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-07-23
2044,204,560972.881,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-07-23
858,204,2023531.812,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-07-23
1572,204,51709.712530000004,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-23
1574,204,195152.5368,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Jose Juan Macias,2020-07-23
1573,204,90656.76945,Producto F,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-07-23
290,204,38534.38822,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-07-23
